Publication Date,Summary,Sentiment Polarity,Sentiment Confidence,Keywords,stock_date,stock_price,percentage_change
2024-02-18,"Xbox: Microsoft is planning future' where every screen is an Xbox', report says msnNOW View Full Coverage on Google News",neutral,0.6,"Xbox, View, screen, future, Google News, Microsoft, Full, Google, msnNOW, News, report, Coverage",2024-02-19,402.79,-0.11159607181826918
2024-02-18,"In the high-stakes world of AI, ""The fundamental agreement behind robots.txt [files], and the web as a whole — which for so long amounted to 'everybody
just be cool' — may not be able to keep up ..."" argues the Verge: For many publishers and platforms, having their data crawled for training data felt less like trading and more like stealing. According to a study from last fall by Originality.AI, 306 of the top 1,000 sites on the web blocked GPTBot, but only 85 blocked Google-Extended and 28 blocked anthropic-ai. There are also crawlers used for both web search and AI. When Stubblebine announced last fall that Medium would be blocking AI crawlers , he wrote that ""AI companies have leached value from writers in order to spam Internet readers.""
  Over the last year, a large chunk of the media industry has echoed Stubblebine's sentiment. ""We do not believe the current 'scraping' of BBC data without our permission in order to train Gen AI models is in the public interest,"" BBC director of nations Rhodri Talfan Davies wrote last fall , announcing that the BBC would also be blocking OpenAI's crawler.",negative,0.46,"robots.txt, The Times, Common Crawl, Originality, Google-Extended, Pinterest, WikiHow, Amazon, GPTBot, Pinterest, Medium, Ben Welsh, OpenAI, Times, treehouse, publishers, last, WebMD, Tony Stubblebin, Stubblebine, Internet, Verge, Reuters, search engine, WikiHow, AI, Google, Anthropic, BBC, Welsh, Bingbot, CCBot, Gen AI, other, web traffic, Microsoft, CEO, leached, data, crawler, many, Facebook",2024-02-19,402.79,-0.11159607181826918
2024-02-19,"Artificial Intelligence (AI) Supercomputer Market Research Report 2023: The report also provides an in-depth assessment of market share, growth strategies, and services, offering of leading players like NIVIDIA Corporation (US), Intel Corporation (US), Advanced Micro Devices, Inc. (US), Samsung Electronics ( South Korea ), Micron Technology, Inc. (US) among others in the AI supercomputer market. The report will provide insights into the following pointers:
 Analysis of key drivers (Increased application of AI supercomputers in the healthcare sector), restraints (High acquisition and maintenance costs), opportunities (Contribution of AI in development and deployment of autonomous vehicles), and challenges (Long development and deployment cycles) of the AI supercomputer market. Detailed insights on upcoming technologies, research & development activities, and new product & service launches in the AI supercomputer market.
  Exhaustive information about new products & services, untapped geographies, recent developments, and investments in the AI supercomputer market.
 ",neutral,0.96,"healthcare, Processors/Compute, CAGR, Huawei Technologies, 353-1-416-8900, machine learning, Artificial Intelligence, data analysis, Nvidia Corporation, AI, Inc., NVIDIA Corporation, North America, Oracle Corporation, South Korea, market share, IBM Corporation, parallel processing, market data, high-performance computing, development, Laura Wood, ResearchAndMarkets.com, data, Tesla, Inc., customer satisfaction, Intel Corporation, Atos, U.S, Inc, Micron Technology, Application (Government, NIVIDIA Corporation, Google, Samsung Electronics, GMT, Arm Limited, information, supercomputers, Fujitsu, PR Newswire, GPUs, US, report, MediaTek Inc, Microsoft, Alphabet Inc., Facebook, Cloud, supercomputer, MediaTek, Analysis, DUBLIN, Dell Inc., Supercomputer, USD, NEC Corporation, Corporation, market",2024-02-20,402.18,0.5022865282255018
2024-02-19,"FILED - 20 September 2023, North Rhine-Westphalia, Cologne: The Microsoft logo at the Digital X internet congress in the Media Park.",neutral,0.72,"internet, Digital, Photo, Spain, Microsoft, logo, North Rhine-Westphalia, congress, Cologne, Westphalia, Media, Firma, Park",2024-02-20,402.18,0.5022865282255018
2024-02-20,"Apart from going into a branch, calling a bank feels more human for digital-shy consumers.
 AI voice cloning technology may be cheaper and more accurate, but if banks employ up-to-date, enterprise-grade biometric authentication processes, they will be better protected. Voice recognition programs can often pick up a voiceprint much faster than a person can type, which streamlines and reduces friction in the banking process for consumers without needing to enter complex passwords.
  Using identifying information such as personal details or AI-generated voice, criminals can access consumer bank accounts with impunity.
  But how safe is voice banking really, and what are the chances of someone using generative AI to fake a consumer’s voice and steal their available funds?
 ",neutral,0.65,"technology, authentication, SAFPS, voice recognition, bank, cloning, catchphrase, consumers, Voice, banks, Microsoft, voice, Voice recognition, port, globe, banking, Gur Geva, biometrics, recognition, voiceprint, UK, clone, AI, fraud, person, infallible, financial services, mobile banking, smartphone, voice authentication, Google, iiDENTIFii, MIT, cyber fraud, Geva, accounting, voice biometrics, transact, Audio, Siri",2024-02-21,411.65,0.3559326165923059
2024-02-20,"Microsoft, the US software giant, is set to embark on a groundbreaking initiative in Spain, injecting $2.1 billion into the expansion of artificial intelligence (AI) and cloud infrastructure over the next two years.
  What are the key components of Microsoft's investment in Spain?
  How does the Spanish government view Microsoft's investment?
  Insights by Ground AI
  Does this summary seem wrong? Analyze Article Coverage
  Ground News Article Assistant
  What is the purpose of Microsoft's $2.1 billion investment in Spain?
   Left
  Center
  Right
  Bias Insights
  Bias Insights
  Spain is focused on digital transformation through the Digital Spain Agenda, Recovery Plan investments, and public-private collaboration.
  Want to go more in-depth?",neutral,0.71,"collaboration, Left
  Center, AI, Spanish, private, investment, Insights, Bias Insights, US, Spain, cloud, Ground, infrastructure, depth, Ground AI, Microsoft, Article, artificial intelligence",2024-02-21,411.65,0.3559326165923059
2024-02-21,"Beginning at 9:00 PM MT tomorrow evening, we will be installing February Microsoft Windows updates to all Windows-based systems, including employee, lab and TEC Classroom computers. Also beginning at 9:00 PM MT Thursday evening, we will be installing February updates on all Windows production servers. These patches will force a reboot, so please log off and leave your computers on at the end of your work day Thursday to assist with installation.
 During the installation of these updates, users will experience intermittent outages (5-15 minutes) and brief interruptions to network services as systems reboot. Computing Services thanks you for your patience and understanding as this maintenance is performed.",neutral,0.65,"network, ASU, Thursday, Computing Services, updates, minutes, installation, Services, TEC Classroom, Computing, systems, Windows, Microsoft, Microsoft Windows",2024-02-22,410.34,-1.2822671831019898
2024-02-21,"UNESCO's Business Council Webinar series on artificial intelligence (AI) and ethics focused on making AI greener and leveraging AI for environmental sustainability.
 Richard Benjamins from Telefónica outlined the company's commitment to fighting climate change through AI and data analytics, illustrating its approach with initiatives aimed at enhancing air quality, optimizing urban low-emission zones, and evaluating the economic impacts of climate policies. Angel Melguizo from UNESCO reflected on the outcomes of COP28, emphasizing the critical role of AI in addressing environmental sustainability and the challenges posed by its energy consumption. The fifth webinar in UNESCO's Business Council webinar series on artificial intelligence (AI) and ethics, held right after the conclusion of COP28, focused on the dual theme of making AI greener and leveraging AI for environmental sustainability. Salesforce's commitment to sustainability is reflected in its collaborative effort involving the AI Research, Sustainability, and Office of Ethical and Humane Use teams, focusing on optimizing models for efficiency, utilizing advanced and efficient hardware, and prioritizing training in low-carbon data centers.",neutral,0.77,"open data, AI, Sustainability Lead, Amazon rainforest, domain-specific, Boris Gamazaychikov, Angel, environmental, data analytics, carbon, cost-benefit analyses, UNESCO, Richard, Colombia, sustainability, predictive analytics, Business Council, air pollution, urban, Amazon, Humane Use, Angel Melguizo, ethics, COP28, energy, agriculture, data, Brazil, renewable energy, Project Guacamaya, Telefónica, air quality, webinar, Latin America, Sao Paulo, data centers, biodiversity, Maria Paula, Richard Benjamins, emissions, climate, artificial intelligence, air, bridge, Salesforce, Microsoft, climate change, Council. Participants",2024-02-22,410.34,-1.2822671831019898
2024-02-22,"Speakers to watch out for at Sustainability LIVE: Net Zero

Christoph Schenek, Go-to-Market Manager Sustainability at Microsoft

Supporting customers and partners to become more sustainable, Schenek joined Microsoft in 2016. Kristen Siemen, Chief Sustainability Officer at General Motors

Joining Klarén on The Future of Electric Cars in a Net Zero World panel, Siemen will draw on her industry experience in automotive manufacturing and engineering, providing valuable insights from her role as Chief Sustainability Officer (CSO) at General Motors.

 Smruti Naik-Jones, Chief Sustainability Officer (UK and North-South Europe) at Deloitte

An experienced leader in technology, finance, infrastructure, and sustainability, Naik-Jones has worked for three of the top consulting firms over the last 10 years including EY, PwC, and Deloitte.

 Appointed as the first UK and North-South Europe Chief Sustainability Officer for Deloitte, Naik-Jones is responsible for Deloitte’s WorldClimate strategy focused on the consultant's climate and sustainability journey in the region.

 With three decades of experience at the company, Helias is well-positioned to provide her insights, knowledge, and real-world experiences to those attending Sustainability LIVE: Net Zero.",neutral,0.89,"WorldClimate, Thomas Blood, P&G, cloud, Klarén, Deloitte, EMEA, Kristen Siemen, UK, Germany, business, Naik-Jones, General Motors, Helias, EY, experience, Dedicating, Blood, Christoph Schenek, Sustainability, AWS, Virginie Helias, engineering, Microsoft

Supporting, Polestar, sustainability, Microsoft, Schenek, CSO, Fredrika Klarén, role, North-South Europe, Smruti Naik-Jones, Europe, PwC",2024-02-23,410.34,0.0
2024-02-22,"Windows 11 users still clinging to the past are to be dragged into a bright, 23H2-shaped future by Microsoft, whether they want to or not . ""We are starting to update eligible Windows 11 devices automatically to version 23H2.""
  As for what eligible means, according to Microsoft, this is ""Windows 11 devices that have reached or are approaching end of servicing."" From a
report: Microsoft has added a notification to its Release Health dashboard warning Windows 11 users that it is time for the beatings automatic upgrades to begin. The update comes shortly after Microsoft quashed the last of its compatibility holds in Windows 11 23H2, which affected customers attempting to use the Co-pilot preview with multiple monitors. Support for Windows 11 21H2 came to an end last year on October 10, 2023, and version 22H2 is due to end on October 8, 2024.",neutral,0.72,"dashboard, Herded Toward, Upgrade, past, Windows 11, eligible, users, version, Windows 10, preview, Co, Win 11, last, Release Health, Windows, Co-pilot, bright, Microsoft",2024-02-23,410.34,0.0
2024-02-23,"<span>Nvidia is at the heart of the AI gold rush, with those developing the technology relying heavily on its wares. Nvidia is at the heart of the AI gold rush, with those developing the technology relying heavily on its wares. Nvidia is at the heart of the AI gold rush, with those developing the technology relying heavily on its wares. Nvidia’s financial performance, and the broader demand for its shares, have become seen as bellwethers for overall interest in AI. 
 The wider industry has not experienced a revolution of this scale in decades, according to Ives, who described AI – and Nvidia’s role in powering its development – as a “transformational tech trend we have not seen since the start of the internet in the mid-90s”.",neutral,0.53,"market valuation, stoked, turbocharged, Ives, “transformational, YouTube, Amazon, America, Alphabet, AFP/Getty Images</span, more, New York, demand, OpenAI, Santa Clara, year, Photograph, CEO, US, data centers, Wall Street, AI, Nivdia, chips, Nivida, Nvidia, group, company, popcorn, artificial intelligence, valuation, tech, Huang, Sam Altman, Google, Wedbush, Joel Saget, Microsoft, Meta, S&P 500, California, Jensen Huang, Getty Images, gold rush",2024-02-24,410.34,0.0
2024-02-23,"The Bill and Melinda Gates Foundation Trust has $42 billion in assets under management.

 Coca-Cola FEMSA

Justin Sullivan/Getty Images

Ticker: FMX

Market Value: $588.2 million

Change in Shares: No change

7. Walmart

Advertisement

A customer in the parking lot of a Walmart store AP Photo/Julio Cortez

Ticker: WMT

Market Value: $477.7 million

Change in Shares: No change

8. Ecolab

Advertisement

EcoLab

Ticker: UNH

Market Value: $1.03 billion

Change in Shares: No change

6. Canadian National Railway

Advertisement

A Canadian National Railway train travels eastward on a track in Montreal Thomson Reuters

Ticker: CNI

Market Value: $6.89 billion

Change in Shares: No change

2.",neutral,0.89,"portfolio, Oakland, Gallup, change, Sign, garbage man, FedEx, Teri Eidson, Waste Management, Microsoft, Instead, Change, AP, Market, unique, Gates Foundation, The Bill, Satya Nadella, Walmart, Apprentice, tech, Berkshire Hathaway, CEO, Ticker, Montreal, Longmont, Coca-Cola FEMSA, Eric Risberg, Caterpillar, EcoLab, concentrated stock, Longmont, Colorado, Nicole McCallister, Corey Lever, Bill, Advertisement, Calif, Bill Gates, DE, Mexican, Platt/Getty Images, John Deere, Getty Images, Reuters, Justin Sullivan, Advertisement

Microsoft, SEC, Thomson Reuters, Rick Wilking, Shares, Colorado, Ecolab",2024-02-24,410.34,0.0
2024-02-24,"Netgear Nighthawk M6 Pro review.   It's worth considering whether devices with SIM functionality built-in might suit you better than the Netgear Nighthawk M6 Pro: both the Apple iPad Pro and the Microsoft Surface Pro 9 come with a SIM slot and are 5G compatible, for example, and both devices can be configured to act as Wi-Fi hotspots for other gadgets.
   The best wireless routers are perfectly fine when you're safe at home (as are the best mesh systems ), but what about when you're out and about?
That's where the Netgear Nighthawk M6 Pro comes in: it's a high-end mobile router that connects to cellular networks to provide the best mobile Wi-Fi hotspot anywhere.
   Our Netgear Nighthawk M6 Pro review – which has included use in the UK, South Korea and the USA, to test its worldwide capabilities on different networks and bands – is comprehensive enough so you'll know for sure whether this pricey mobile router is the best option for you.
   It's delivered aplenty for our tests in the UK, USA and South Korea, which just goes to show how versatile a device this is.
  Also consider
  There's not a whole lot of competition out there for the Netgear Nighthawk M6 Pro, which makes us think that most people are simply settling for using their phones if they need a hotspot while they're out and about.",positive,1,"mobile, Microsoft Surface, Microsoft, battery, devices, widgets, Testing, Netgear Nighthawk, Wi-Fi 6E, Surface Pro, Pro, port, Surface, airport, US, South Korea, device, Netgear, camping, canal boat, Wi-Fi hotspot, Apple iPad, card, plastic, iOS, Wi-Fi, UK, best, palm, cable, on-the-go, QR code, M6, USB, Nighthawk, hotspot, Seoul, Wired, Android, wireless, Wi, Ebuyer, Amazon, 4K video, cellular networks, QR, broadband, cell tower, mains power, USA, SIM, Ethernet, 4G, routers, router, Networks",2024-02-25,407.54,-0.9515013792516711
2024-02-24,"Former FBI informant Alexander Smirnov, center, leaves the courthouse on Tuesday, Feb. 20, 2024, in Las Vegas. Prosecutors say Smirnov, the former FBI informant charged with making up a multimillion-dollar bribery scheme involving President Joe Biden, his son Hunter and a Ukrainian energy company, had contacts with officials affiliated with Russian intelligence.(AP Photo/Jon Elswick)
  Prosecutors say that Smirnov, who is charged with making up a multimillion-dollar bribery scheme involving President Joe Biden, his son Hunter and a Ukrainian energy company, had contacts with Russian intelligence-affiliated officials. The informant, Alexander Smirnov, is “actively peddling new lies that could impact U.S. elections,” federal prosecutors said Wednesday, as they appealed to a judge to keep him behind bars ahead of trial on charges alleging he lied to the FBI about a phony multimillion-dollar bribery scheme involving the Bidens and the Ukrainian energy company Burisma.
  The explosive allegations at the center of an impeachment inquiry into President Joe Biden were false, federal prosecutors said, and came from an ex-FBI informant who said he was in touch with Russian intelligence.
 ",neutral,0.95,"Russian, documents, Dan Huff, disinformation, Microsoft, Israel, energy, Jon Elswick, U.S., Alexander Smirnov, Burisma, Daniel Albregts, US, Washington, citizenship, Ukrainian, Ukraine, Elswick, Vegas, Ohio, kompromat, Hunter, Biden, Bizuayehu Tesfaye, hotel, Judiciary Committee, Russian government, special counsel, Joe Biden, war, China, bribery, Kentucky, AP, Las Vegas, WASHINGTON, Smirnov, Los Angeles, Atlanta, Russian intelligence, U.S, Jim Jordan, stock exchange, House, President, Kremlin, Jamie Raskin, Justice Department, prosecutor, propaganda, long track, courthouse, Bidens, Hunter Biden, Republican, prosecutors, Associated Press, Rio Yamat, FBI, impeachment, ALEXANDER SMIRNOV, informant, Russia, allegations, Iran, Maryland, James Comer, Congress, political warfare",2024-02-25,407.54,-0.9515013792516711
